Reference,Version,Predetermined,Type,EAN13,Family,Catalog,"National Rate",Warranty,"Etiqueta V/f",Datasheet,Description,masterfile.tender_text,masterfile.codi_duaner,Material,Finish,Length,Width,Height,Projection,"Light source","Bulb included","Energy efficiency","Units master box","Discontinued item","Product launch","Weight packaged (KG)","Weight master box","Weight net (KG)","Volume Unit (m3)","Volume Master box (m3)","Length Box 1","Width Box 1","Height Box 1","Length Box 2","Width Box 2","Height Box 2","Length Box 3","Width Box 3","Height Box 3","Length MB 1","Width MB 1","Height MB 1","Length MB 2","Width MB 2","Height MB 2","Length MB 3","Width MB 3","Height MB 3","Wattage (W)","Lumen Output (lm)","Lumenes reales (lm)","Led Colour Temperature (K)",CRI,"Light Beam (º)","Regulation type","IP Rating",IK,"Web Image","Ambient Image 1","Ambient Image 2","Ambient Image 3","Detail Image 1","Detail Image 2",IMC,EE,Photometry,masterfile.ploma_comercial,Accessories,3D,masterfile.ies,masterfile.ldt,"Codi Kenia","Codi RETILAP","Codi Marroc","Country Code 4","Country Code 5","Country Code 6",Model
DE-0178-ESP,V0,Yes,Bath,8445386825083,"Lizz Rectangular",Forlight,"303,8",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0178-ESP.html,"MIRROR LIZZ RECTANGULAR LED 29W 4000K ON-OFF MIRROR 3604","LedsC4 Lizz Rectangular DE-0178-ESP  Bath for indoor use.  Structure material: Glass. Structure finish: Mirror. Warranty: 3 Years.  Product net weight (Kg): 7.02 Product width or diameter (mm): 800 Product height (mm): 600 Product aperture (mm): 35  Class 2. IP: IP44. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 26W. Colour temperature: 4000K. Colour rendering index: 92. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 11.7. Photobiological risk: RG0. % de Flickering: &lt;5%. Real flux (lm): 1143. Nominal flux (lm): 3604. Real lm/W: 39. Voltage / frequency range: 220-240V/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 29. Power factor: 0.9. Dimmable equipment included: ON-OFF.",7009910090,Glass,Mirror,,800,600,35,"1xLED 26 3604 lm",Yes,D,1,"Discontinuo EN",2024,"8,18","8,18","7,02","0,043","0,043",855,75,665,,,,,,,,,,,,,,,,29,3604,1143,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0178-ESP,,,,https://files.ledsc4.com/detail-photo/1/DE-0178-ESP,https://files.ledsc4.com/detail-photo/2/DE-0178-ESP,https://files.ledsc4.com/imc/DE-0178-ESP.html,https://files.ledsc4.com/el/DE-0178-ESP.html,https://files.ledsc4.com/fm/DE-0178-ESP.html,,,,https://files.ledsc4.com/ies/DE-0178-ESP.html,https://files.ledsc4.com/ldt/DE-0178-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0217-ESP,V0,Yes,Bath,8445386824925,ZICO,Forlight,"253,25",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0217-ESP.html,"MIRROR ZICO LED 21W 4000K ON-OFF MIRROR 2610","LedsC4 ZICO DE-0217-ESP  Bath for indoor use.  Structure material: Glass. Structure finish: Mirror. Warranty: 5 Years.  Product net weight (Kg): 4.15 Product width or diameter (mm): 450 Product height (mm): 600 Product aperture (mm): 35  Class 2. IP: IP44. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 19W. Colour temperature: 4000K. Colour rendering index: 92. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 13.0. Photobiological risk: RG0. % de Flickering: &lt;5%. Real flux (lm): 954. Nominal flux (lm): 2610. Real lm/W: 45. Voltage / frequency range: 220-240V/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 21. Power factor: 0.90. Dimmable equipment included: ON-OFF.",7009910090,Glass,Mirror,,450,600,35,"1xLED 19 2610 lm",Yes,D,1,"Discontinuo EN",2024,"4,91","4,91","4,15","0,025","0,025",655,75,510,,,,,,,,,,,,,,,,21,2610,954,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0217-ESP,https://files.ledsc4.com/ambience-photo/1/DE-0217-ESP,,,https://files.ledsc4.com/detail-photo/1/DE-0217-ESP,https://files.ledsc4.com/detail-photo/2/DE-0217-ESP,https://files.ledsc4.com/imc/DE-0217-ESP.html,https://files.ledsc4.com/el/DE-0217-ESP.html,https://files.ledsc4.com/fm/DE-0217-ESP.html,,,,https://files.ledsc4.com/ies/DE-0217-ESP.html,https://files.ledsc4.com/ldt/DE-0217-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0218-ESP,V0,Yes,Bath,8445386824932,ZICO,Forlight,"303,8",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0218-ESP.html,"MIRROR ZICO LED 29W 4000K ON-OFF MIRROR 3604","LedsC4 ZICO DE-0218-ESP  Bath for indoor use.  Structure material: Glass. Structure finish: Mirror. Warranty: 5 Years.  Product net weight (Kg): 6.92 Product width or diameter (mm): 800 Product height (mm): 600 Product aperture (mm): 35  Class 2. IP: IP44. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 26W. Colour temperature: 4000K. Colour rendering index: 92. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 11.7. Photobiological risk: RG0. % de Flickering: &lt;5%. Real flux (lm): 1143. Nominal flux (lm): 3604. Real lm/W: 39. Voltage / frequency range: 220-240V/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 29. Power factor: 0.90. Dimmable equipment included: ON-OFF.",7009910090,Glass,Mirror,,800,600,35,"1xLED 26 3604 lm",Yes,D,1,"Discontinuo EN",2024,"8,14","8,14","6,92","0,042","0,042",855,75,655,,,,,,,,,,,,,,,,29,3604,1143,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0218-ESP,,,,https://files.ledsc4.com/detail-photo/1/DE-0218-ESP,,https://files.ledsc4.com/imc/DE-0218-ESP.html,https://files.ledsc4.com/el/DE-0218-ESP.html,https://files.ledsc4.com/fm/DE-0218-ESP.html,,,,https://files.ledsc4.com/ies/DE-0218-ESP.html,https://files.ledsc4.com/ldt/DE-0218-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0175-NEG,V0,Yes,"Adjustable lamp",8445386824994,ZENIT,Forlight,"91,3",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0175-NEG.html,"ADJUSTABLE LAMP ZENIT LED 7.2W SW 3000-4000-6500K ON-OFF BLACK 576LM","LedsC4 ZENIT DE-0175-NEG  Adjustable lamp  Adjustable light source. Structure material: ABS. Structure finish: Black. Diffuser material: Polycarbonate. Diffuser finish: OPAL. Warranty: 3 Years.  Product net weight (Kg): 0.92 Product length (mm): 310 Product width or diameter (mm): 120 Product height (mm): 360  Class 2. IP: IP20. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 5.3W. Colour temperature: SW 3000-4000-6500K. Colour rendering index: 80. MacAdam Steps: 5. Hours of life: 36.000h L70B30. UGR: 22.1. Photobiological risk: RG0. Real flux (lm): 576. Nominal flux (lm): 690. Real lm/W: 80. Voltage / frequency range: 220-240V / 50-60Hz. Voltage: 3. Colour temperature: SW 3000-4000-6500K. Colour rendering index: 80. MacAdam Steps: 5. Hours of life: 36.000h L70B30. UGR: 22.1. Photobiological risk: RG0. Real flux (lm): 576. Nominal flux (lm): 690. Real lm/W: 80. Voltage: 3. Equipment included: Yes. Total power: 7.2. Power factor: 0.74. Dimmable equipment included: ON-OFF.",9405214000,"ABS, Polycarbonate","Black, OPAL",310,120,360,,"1xLED 5.3 690 lm",Yes,F,8,"Discontinuo EN",2024,"1,36","10,88","0,92","0,013","0,104",240,125,375,,,,,,,,,,,,,,,,"7,2",690,576,"SW 3000-4000-6500K",80,SPOT+HONEYCOMB,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0175-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0175-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0175-NEG,https://files.ledsc4.com/detail-photo/2/DE-0175-NEG,https://files.ledsc4.com/imc/DE-0175-NEG.html,https://files.ledsc4.com/el/DE-0175-NEG.html,https://files.ledsc4.com/fm/DE-0175-NEG.html,,,,https://files.ledsc4.com/ies/DE-0175-NEG.html,https://files.ledsc4.com/ldt/DE-0175-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0162-BLA,V0,Yes,"Spotlights series",8445386821917,"Artic Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0162-BLA.html,"SPOTLIGHTS SERIES ARTIC DOUBLE LED 11.4W 4000K ON-OFF WHITE 698LM","LedsC4 Artic Double DE-0162-BLA  Spotlights series  The optical module can easily be rotated 360º. Structure material: ABS, Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: OPAL. Warranty: 5 Years.  Product net weight (Kg): 0.43 Product width or diameter (mm): 300 Product height (mm): 110 Product aperture (mm): 145  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 2. Maximum power of light source: 4.8W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 25.8. Photobiological risk: RG0. Real flux (lm): 698. Nominal flux (lm): 1400. Real lm/W: 61. Voltage / frequency range: 220-240/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 11.4. Power factor: 0.59. Dimmable equipment included: ON-OFF.",9405119090,"ABS, Steel, Polycarbonate","White, OPAL",,300,110,145,"2xLED 4.8 1400 lm",Yes,D,12,"Discontinuo_NC EN",,"0,65","7,8","0,43","0,006","0,072",160,100,320,,,,,,,,,,,,,,,,"11,4",1400,698,4000K,80,HORIZONTAL,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0162-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0162-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0162-BLA,https://files.ledsc4.com/detail-photo/2/DE-0162-BLA,https://files.ledsc4.com/imc/DE-0162-BLA.html,https://files.ledsc4.com/el/DE-0162-BLA.html,https://files.ledsc4.com/fm/DE-0162-BLA.html,,,,https://files.ledsc4.com/ies/DE-0162-BLA.html,https://files.ledsc4.com/ldt/DE-0162-BLA.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0163-BLA,V0,Yes,"Spotlights series",8445386821931,"Artic Triplex",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0163-BLA.html,"SPOTLIGHTS SERIES ARTIC TRIPLEX LED 17.1W 4000K ON-OFF WHITE 1047LM","LedsC4 Artic Triplex DE-0163-BLA  Spotlights series  The optical module can easily be rotated 360º. Structure material: ABS, Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: OPAL. Warranty: 5 Years.  Product net weight (Kg): 0.6 Product width or diameter (mm): 500 Product height (mm): 110 Product aperture (mm): 145  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 3. Maximum power of light source: 4.8W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 25.8. Photobiological risk: RG0. Real flux (lm): 1047. Nominal flux (lm): 2100. Real lm/W: 61. Voltage / frequency range: 220-240/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 17.1. Power factor: 0.59. Dimmable equipment included: ON-OFF.",9405119090,"ABS, Steel, Polycarbonate","White, OPAL",,500,110,145,"3xLED 4.8 2100 lm",Yes,D,8,"Discontinuo_NC EN",,"0,95","7,6","0,6","0,009","0,072",160,100,520,,,,,,,,,,,,,,,,"17,1",2100,1047,4000K,80,HORIZONTAL,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0163-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0163-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0163-BLA,https://files.ledsc4.com/detail-photo/2/DE-0163-BLA,https://files.ledsc4.com/imc/DE-0163-BLA.html,https://files.ledsc4.com/el/DE-0163-BLA.html,https://files.ledsc4.com/fm/DE-0163-BLA.html,,,,https://files.ledsc4.com/ies/DE-0163-BLA.html,https://files.ledsc4.com/ldt/DE-0163-BLA.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0159-NEG,V0,Yes,"Spotlights series",8445386818832,"Cloc Double",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/DE-0159-NEG.html,"SPOTLIGHTS SERIES CLOC DOUBLE GU10 16W BLACK","LedsC4 Cloc Double DE-0159-NEG  Spotlights series  The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: Black. Warranty: 5 Years.  Product net weight (Kg): 0.47 Product width or diameter (mm): 300 Product height (mm): 110 Product aperture (mm): 145  Class 1. IP: IP20. Total power: 16.",9405199090,Aluminium,Black,,300,110,145,,No,"NA EPREL",8,"Discontinuo_NC EN",2024,"0,73","5,84","0,47","0,006","0,048",160,100,300,,,,,,,,,,,,,,,,16,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0159-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0159-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0159-NEG,https://files.ledsc4.com/detail-photo/2/DE-0159-NEG,https://files.ledsc4.com/imc/DE-0159-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0160-BLA,V0,Yes,"Spotlights series",8445386818849,"Cloc Triplex",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/DE-0160-BLA.html,"SPOTLIGHTS SERIES CLOC TRIPLEX GU10 24W WHITE","LedsC4 Cloc Triplex DE-0160-BLA  Spotlights series  The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: White. Warranty: 5 Years.  Product net weight (Kg): 0.66 Product width or diameter (mm): 500 Product height (mm): 110 Product aperture (mm): 145  Class 1. IP: IP20. Total power: 24.",9405199090,Aluminium,White,,500,110,145,,No,"NA EPREL",6,"Discontinuo_NC EN",2024,"0,96","5,76","0,66","0,009","0,054",160,100,520,,,,,,,,,,,,,,,,24,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0160-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0160-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0160-BLA,https://files.ledsc4.com/detail-photo/2/DE-0160-BLA,https://files.ledsc4.com/imc/DE-0160-BLA.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0160-NEG,V0,Yes,"Spotlights series",8445386818856,"Cloc Triplex",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/DE-0160-NEG.html,"SPOTLIGHTS SERIES CLOC TRIPLEX GU10 24W BLACK","LedsC4 Cloc Triplex DE-0160-NEG  Spotlights series  The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: Black. Warranty: 5 Years.  Product net weight (Kg): 0.66 Product width or diameter (mm): 500 Product height (mm): 110 Product aperture (mm): 145  Class 1. IP: IP20. Total power: 24.",9405199090,Aluminium,Black,,500,110,145,,No,"NA EPREL",6,"Discontinuo_NC EN",2024,"0,69","4,14","0,66","0,009","0,054",160,100,520,,,,,,,,,,,,,,,,24,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0160-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0160-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0160-NEG,https://files.ledsc4.com/detail-photo/2/DE-0160-NEG,https://files.ledsc4.com/imc/DE-0160-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0212-NAT,V0,Yes,"Table lamp",8445386823584,Korg,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/DE-0212-NAT.html,"TABLE LAMP KORG E27 15W LIGHT WOOD BLACK","LedsC4 Korg DE-0212-NAT  Table lamp for indoor use.  Structure material: Steel, Wood, Rope. Structure finish: Light wood, Black. Warranty: 2 Years.  Product net weight (Kg): 2.9 Product length (mm): 225 Product width or diameter (mm): 343 Product height (mm): 540  Class 2. IP: IP20. Equipment included: No. Total power: 15.",9405299090,"Steel, Wood, Rope, Rope","Light wood, Black",225,343,540,,,No,"NA EPREL",1,"Descatalogado EN",2024,"3,7","3,7","2,9","0,044","0,044",325,225,605,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0212-NAT,https://files.ledsc4.com/ambience-photo/1/DE-0212-NAT,,,https://files.ledsc4.com/detail-photo/1/DE-0212-NAT,https://files.ledsc4.com/detail-photo/2/DE-0212-NAT,https://files.ledsc4.com/imc/DE-0212-NAT.html,,https://files.ledsc4.com/fm/DE-0212-NAT.html,,,,https://files.ledsc4.com/ies/DE-0212-NAT.html,https://files.ledsc4.com/ldt/DE-0212-NAT.html,,RETILAP-DECORATIVE,PR-INC-II,,,,
DE-0168-BLA,V0,Yes,"Spotlights series",8445386820361,"Logos Single",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0168-BLA.html,"SPOTLIGHTS SERIES LOGOS SINGLE LED 4.2W 4000K ON-OFF WHITE","LedsC4 Logos Single DE-0168-BLA  Spotlights series   For frontal lighting and downlighting. The optical module can easily be rotated 360º. Structure material: Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: Prismatic. Warranty: 5 Years.  Product net weight (Kg): 0.36 Product width or diameter (mm): 100 Product height (mm): 112 Product aperture (mm): 156  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 3.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 27.0. Photobiological risk: RG0. Nominal flux (lm): 420. Voltage / frequency range: 200-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 4.2. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405421000,"Steel, Polycarbonate","White, Prismatic",,100,112,156,"1xLED 3.7 420.00 lm",Yes,F,24,"Discontinuo_NC EN",2024,"0,46","11,04","0,36","0,002","0,048",120,120,90,,,,,,,,,,,,,,,,"4,2","420,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0168-BLA,,,,https://files.ledsc4.com/detail-photo/1/DE-0168-BLA,https://files.ledsc4.com/detail-photo/2/DE-0168-BLA,https://files.ledsc4.com/imc/DE-0168-BLA.html,https://files.ledsc4.com/el/DE-0168-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0169-BLA,V0,Yes,"Spotlights series",8445386820385,"Logos Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0169-BLA.html,"SPOTLIGHTS SERIES LOGOS DOUBLE LED 8.4W 4000K ON-OFF WHITE","LedsC4 Logos Double DE-0169-BLA  Spotlights series   For frontal lighting and downlighting. The optical module can easily be rotated 360º. Structure material: Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: Prismatic. Warranty: 5 Years.  Product net weight (Kg): 0.7 Product length (mm): 365 Product height (mm): 126 Product aperture (mm): 156  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 2. Maximum power of light source: 3.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 27.0. Photobiological risk: RG0. Nominal flux (lm): 840. Voltage / frequency range: 200-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 8.4. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405421000,"Steel, Polycarbonate","White, Prismatic",365,,126,156,"2xLED 3.7 840.00 lm",Yes,F,12,"Discontinuo_NC EN",2024,"0,83","9,96","0,7","0,002","0,024",375,55,90,,,,,,,,,,,,,,,,"8,4","840,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0169-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0169-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0169-BLA,https://files.ledsc4.com/detail-photo/2/DE-0169-BLA,https://files.ledsc4.com/imc/DE-0169-BLA.html,https://files.ledsc4.com/el/DE-0169-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0169-NEG,V0,Yes,"Spotlights series",8445386820392,"Logos Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0169-NEG.html,"SPOTLIGHTS SERIES LOGOS DOUBLE LED 8.4W 4000K ON-OFF BLACK","LedsC4 Logos Double DE-0169-NEG  Spotlights series   For frontal lighting and downlighting. The optical module can easily be rotated 360º. Structure material: Steel. Structure finish: Black. Diffuser material: Polycarbonate. Diffuser finish: Prismatic. Warranty: 5 Years.  Product net weight (Kg): 0.7 Product length (mm): 365 Product height (mm): 126 Product aperture (mm): 156  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 2. Maximum power of light source: 3.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 27.0. Photobiological risk: RG0. Nominal flux (lm): 840. Voltage / frequency range: 200-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 8.4. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405421000,"Steel, Polycarbonate","Black, Prismatic",365,,126,156,"2xLED 3.7 840.00 lm",Yes,F,12,"Discontinuo_NC EN",2024,"0,83","9,96","0,7","0,002","0,024",375,55,90,,,,,,,,,,,,,,,,"8,4","840,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0169-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0169-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0169-NEG,https://files.ledsc4.com/detail-photo/2/DE-0169-NEG,https://files.ledsc4.com/imc/DE-0169-NEG.html,https://files.ledsc4.com/el/DE-0169-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0170-BLA,V0,Yes,"Spotlights series",8445386820408,"Logos Triple",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0170-BLA.html,"SPOTLIGHTS SERIES LOGOS TRIPLE LED 12.6W 4000K ON-OFF WHITE","LedsC4 Logos Triple DE-0170-BLA  Spotlights series   For frontal lighting and downlighting. The optical module can easily be rotated 360º. Structure material: Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: Prismatic. Warranty: 5 Years.  Product net weight (Kg): 1.09 Product length (mm): 568 Product height (mm): 126 Product aperture (mm): 156  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 3. Maximum power of light source: 3.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 27.0. Photobiological risk: RG0. Nominal flux (lm): 1260. Voltage / frequency range: 200-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 12.6. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405421000,"Steel, Polycarbonate","White, Prismatic",568,,126,156,"3xLED 3.7 1260.00 lm",Yes,F,12,"Discontinuo_NC EN",2024,"1,28","15,36","1,09","0,004","0,048",575,65,90,,,,,,,,,,,,,,,,"12,6","1260,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0170-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0170-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0170-BLA,https://files.ledsc4.com/detail-photo/2/DE-0170-BLA,https://files.ledsc4.com/imc/DE-0170-BLA.html,https://files.ledsc4.com/el/DE-0170-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0170-NEG,V0,Yes,"Spotlights series",8445386820415,"Logos Triple",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0170-NEG.html,"SPOTLIGHTS SERIES LOGOS TRIPLE LED 12.6W 4000K ON-OFF BLACK","LedsC4 Logos Triple DE-0170-NEG  Spotlights series   For frontal lighting and downlighting. The optical module can easily be rotated 360º. Structure material: Steel. Structure finish: Black. Diffuser material: Polycarbonate. Diffuser finish: Prismatic. Warranty: 5 Years.  Product net weight (Kg): 1.09 Product length (mm): 568 Product height (mm): 126 Product aperture (mm): 156  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 3. Maximum power of light source: 3.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 27.0. Photobiological risk: RG0. Nominal flux (lm): 1260. Voltage / frequency range: 200-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 12.6. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405421000,"Steel, Polycarbonate","Black, Prismatic",568,,126,156,"3xLED 3.7 1260.00 lm",Yes,F,12,"Discontinuo_NC EN",2024,"1,28","15,36","1,09","0,004","0,048",575,65,90,,,,,,,,,,,,,,,,"12,6","1260,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0170-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0170-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0170-NEG,,https://files.ledsc4.com/imc/DE-0170-NEG.html,https://files.ledsc4.com/el/DE-0170-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
